State,Commodity,Price
tamil nadu,ginger,8700.0
tamil nadu,snakeguard,3200.0
tamil nadu,onion,3000.0
tamil nadu,mint,3250.0
tamil nadu,potato,3350.0
tamil nadu,papaya,4250.0
tamil nadu,bottle gourd,2750.0
tamil nadu,banana,2750.0
tamil nadu,sweet potato,3750.0
tamil nadu,potato,3250.0
tamil nadu,cauliflower,2750.0
tamil nadu,brinjal,3250.0
tamil nadu,papaya,3750.0
tamil nadu,cabbage,2000.0
tamil nadu,raddish,2500.0
tamil nadu,banana,6750.0
tamil nadu,brinjal,4000.0
tamil nadu,sapota,6000.0
tamil nadu,carrot,5400.0
tamil nadu,beetroot,3800.0
tamil nadu,drumstick,3400.0
tamil nadu,mango,6000.0
tamil nadu,onion,3600.0
tamil nadu,coconut,6000.0
tamil nadu,banana,6500.0
tamil nadu,banana,4000.0
tamil nadu,mango,6000.0
tamil nadu,tomato,1450.0
tamil nadu,bitter gourd,2550.0
tamil nadu,bottle gourd,900.0
tamil nadu,cabbage,1650.0
tamil nadu,raddish,1500.0
tamil nadu,banana,4500.0
tamil nadu,papaya,3500.0
tamil nadu,bottle gourd,1250.0
tamil nadu,ginger,6400.0
tamil nadu,snakeguard,2000.0
tamil nadu,cucumber,1500.0
tamil nadu,capsicum,5500.0
tamil nadu,drumstick,3250.0
tamil nadu,banana,5000.0
tamil nadu,banana,3000.0
tamil nadu,carrot,3600.0
tamil nadu,cabbage,1500.0
tamil nadu,bottle gourd,1000.0
tamil nadu,ridge gourd,3000.0
tamil nadu,mint,2500.0
tamil nadu,coriander leaves,3000.0
tamil nadu,green peas,5000.0
tamil nadu,pumpkin,1300.0
tamil nadu,potato,2100.0
tamil nadu,coriander leaves,3750.0
tamil nadu,green peas,6250.0
tamil nadu,sapota,5500.0
tamil nadu,bitter gourd,3250.0
tamil nadu,beetroot,2850.0
tamil nadu,cucumber,4000.0
tamil nadu,ridge gourd,3250.0
tamil nadu,capsicum,5250.0
tamil nadu,mango,4000.0
tamil nadu,onion,3700.0
tamil nadu,potato,2100.0
tamil nadu,cauliflower,3650.0
tamil nadu,green chilli,3000.0
tamil nadu,sweet potato,2250.0
tamil nadu,snakeguard,1600.0
tamil nadu,ridge gourd,3250.0
tamil nadu,mango,4000.0
tamil nadu,mint,4300.0
tamil nadu,green chilli,2400.0
tamil nadu,banana,2750.0
tamil nadu,banana,5500.0
tamil nadu,potato,1850.0
tamil nadu,brinjal,2750.0
tamil nadu,cucumber,3250.0
tamil nadu,mint,4300.0
tamil nadu,tomato,2500.0
tamil nadu,banana,4000.0
tamil nadu,potato,4000.0
tamil nadu,mint,4000.0
tamil nadu,water melon,1200.0
tamil nadu,bottle gourd,3500.0
tamil nadu,banana,4000.0
tamil nadu,raddish,3500.0
tamil nadu,ridge gourd,4000.0
tamil nadu,groundnut,6000.0
tamil nadu,pumpkin,2000.0
tamil nadu,cucumber,6000.0
tamil nadu,lime,3000.0
tamil nadu,banana,4000.0
tamil nadu,onion,3000.0
tamil nadu,bitter gourd,3000.0
tamil nadu,pumpkin,2400.0
tamil nadu,green chilli,3600.0
tamil nadu,lime,2600.0
tamil nadu,bottle gourd,2000.0
tamil nadu,raddish,2400.0
tamil nadu,mint,3500.0
tamil nadu,onion,3500.0
tamil nadu,coriander leaves,4000.0
tamil nadu,green chilli,5000.0
tamil nadu,lime,3000.0
tamil nadu,onion,3000.0
tamil nadu,potato,3200.0
tamil nadu,bitter gourd,3000.0
tamil nadu,ginger,7000.0
tamil nadu,potato,3250.0
tamil nadu,ginger,7750.0
tamil nadu,snakeguard,3250.0
tamil nadu,beetroot,2750.0
tamil nadu,brinjal,2700.0
tamil nadu,sapota,4500.0
tamil nadu,bitter gourd,2700.0
tamil nadu,carrot,2750.0
tamil nadu,beetroot,2700.0
tamil nadu,guava,5500.0
tamil nadu,carrot,2750.0
tamil nadu,lemon,7000.0
tamil nadu,potato,3300.0
tamil nadu,brinjal,2250.0
tamil nadu,coriander leaves,4500.0
tamil nadu,green chilli,4600.0
tamil nadu,banana,1750.0
tamil nadu,snakeguard,2750.0
tamil nadu,raddish,1800.0
tamil nadu,drumstick,4600.0
tamil nadu,mint,3500.0
tamil nadu,onion,1800.0
tamil nadu,brinjal,2750.0
tamil nadu,coriander leaves,3650.0
tamil nadu,coconut,4600.0
tamil nadu,sweet potato,3650.0
tamil nadu,carrot,3650.0
tamil nadu,ridge gourd,3300.0
tamil nadu,drumstick,5500.0
tamil nadu,guava,4600.0
tamil nadu,onion,3300.0
tamil nadu,potato,2750.0
tamil nadu,green chilli,4500.0
tamil nadu,beetroot,2750.0
tamil nadu,raddish,1800.0
tamil nadu,mango,4500.0
tamil nadu,brinjal,3300.0
tamil nadu,bottle gourd,1750.0
tamil nadu,snakeguard,2750.0
tamil nadu,ridge gourd,3750.0
tamil nadu,bitter gourd,4000.0
tamil nadu,bottle gourd,1600.0
tamil nadu,green chilli,3600.0
tamil nadu,cabbage,2600.0
tamil nadu,snakeguard,3000.0
tamil nadu,ridge gourd,3800.0
tamil nadu,onion,4000.0
tamil nadu,coriander leaves,3000.0
tamil nadu,green peas,7000.0
tamil nadu,sapota,5000.0
tamil nadu,snakeguard,2800.0
tamil nadu,mango,5500.0
tamil nadu,mint,3000.0
tamil nadu,brinjal,1750.0
tamil nadu,tomato,1800.0
tamil nadu,banana,2500.0
tamil nadu,ginger,7500.0
tamil nadu,sweet potato,3300.0
tamil nadu,cabbage,2250.0
tamil nadu,snakeguard,2750.0
tamil nadu,raddish,2300.0
tamil nadu,drumstick,3500.0
tamil nadu,green peas,7000.0
tamil nadu,bitter gourd,3600.0
tamil nadu,bottle gourd,2000.0
tamil nadu,coconut,6000.0
tamil nadu,cabbage,2500.0
tamil nadu,beetroot,2600.0
tamil nadu,mint,3000.0
tamil nadu,pumpkin,1600.0
tamil nadu,mango,5000.0
tamil nadu,guava,7000.0
tamil nadu,onion,3000.0
tamil nadu,cauliflower,4000.0
tamil nadu,coriander leaves,3000.0
tamil nadu,bitter gourd,3600.0
tamil nadu,green chilli,3500.0
tamil nadu,ginger,7600.0
tamil nadu,beetroot,2600.0
tamil nadu,ridge gourd,2600.0
tamil nadu,mint,3000.0
tamil nadu,brinjal,2500.0
tamil nadu,coriander leaves,5000.0
tamil nadu,pumpkin,1800.0
tamil nadu,coconut,4000.0
tamil nadu,sweet potato,3000.0
tamil nadu,beetroot,3600.0
tamil nadu,drumstick,4000.0
tamil nadu,brinjal,2000.0
tamil nadu,bottle gourd,1500.0
tamil nadu,beans,4300.0
tamil nadu,ridge gourd,2500.0
tamil nadu,raddish,1500.0
tamil nadu,banana,7000.0
tamil nadu,onion,3000.0
tamil nadu,brinjal,3000.0
tamil nadu,papaya,4000.0
tamil nadu,water melon,1500.0
tamil nadu,pumpkin,2000.0
tamil nadu,green chilli,4000.0
tamil nadu,sweet potato,4000.0
tamil nadu,carrot,3000.0
tamil nadu,beetroot,3000.0
tamil nadu,cucumber,6000.0
tamil nadu,onion,4000.0
tamil nadu,pumpkin,2000.0
tamil nadu,green chilli,4000.0
tamil nadu,coconut,6000.0
tamil nadu,cabbage,2500.0
tamil nadu,cucumber,4000.0
tamil nadu,onion,2250.0
tamil nadu,brinjal,3750.0
tamil nadu,coriander leaves,4750.0
tamil nadu,green peas,5500.0
tamil nadu,papaya,3250.0
tamil nadu,bitter gourd,4750.0
tamil nadu,ginger,7750.0
tamil nadu,cabbage,2750.0
tamil nadu,banana,3750.0
tamil nadu,potato,2250.0
tamil nadu,cauliflower,2750.0
tamil nadu,pumpkin,1750.0
tamil nadu,banana,3250.0
tamil nadu,coconut,5050.0
tamil nadu,guava,3750.0
tamil nadu,potato,4550.0
tamil nadu,tomato,1900.0
tamil nadu,beetroot,3050.0
tamil nadu,onion,3900.0
tamil nadu,brinjal,2850.0
tamil nadu,coconut,6350.0
tamil nadu,ridge gourd,3850.0
tamil nadu,drumstick,3850.0
tamil nadu,mint,3850.0
tamil nadu,potato,3750.0
tamil nadu,cauliflower,3750.0
tamil nadu,tomato,1750.0
tamil nadu,pumpkin,2250.0
tamil nadu,ginger,7750.0
tamil nadu,carrot,4750.0
tamil nadu,ridge gourd,5750.0
tamil nadu,raddish,2750.0
tamil nadu,cauliflower,2750.0
tamil nadu,papaya,3150.0
tamil nadu,banana,3150.0
tamil nadu,ginger,6750.0
tamil nadu,coconut,5050.0
tamil nadu,carrot,4050.0
tamil nadu,onion,3150.0
tamil nadu,pineapple,3750.0
tamil nadu,brinjal,4750.0
tamil nadu,ginger,8500.0
tamil nadu,papaya,3750.0
tamil nadu,bitter gourd,4250.0
tamil nadu,banana,3750.0
tamil nadu,raddish,3000.0
tamil nadu,maize,3250.0
tamil nadu,cauliflower,2750.0
tamil nadu,bitter gourd,5500.0
tamil nadu,green chilli,4750.0
tamil nadu,banana,3750.0
tamil nadu,coconut,6500.0
tamil nadu,carrot,3750.0
tamil nadu,beetroot,3750.0
tamil nadu,ridge gourd,5500.0
tamil nadu,raddish,3250.0
tamil nadu,capsicum,4750.0
tamil nadu,onion,4500.0
tamil nadu,pumpkin,2250.0
tamil nadu,green chilli,4000.0
tamil nadu,banana,3500.0
tamil nadu,tomato,2000.0
tamil nadu,carrot,2500.0
tamil nadu,ridge gourd,3500.0
tamil nadu,lemon,5500.0
tamil nadu,brinjal,4500.0
tamil nadu,coriander leaves,4500.0
tamil nadu,water melon,1900.0
tamil nadu,tomato,2250.0
tamil nadu,groundnut,7500.0
tamil nadu,bottle gourd,3250.0
tamil nadu,snakeguard,3250.0
tamil nadu,capsicum,5500.0
tamil nadu,muskmelon,2750.0
tamil nadu,onion,4500.0
tamil nadu,banana,3750.0
tamil nadu,ginger,6500.0
tamil nadu,raddish,3250.0
tamil nadu,drumstick,5500.0
tamil nadu,onion,4500.0
tamil nadu,potato,2200.0
tamil nadu,brinjal,1500.0
tamil nadu,green peas,6000.0
tamil nadu,tomato,1800.0
tamil nadu,bitter gourd,3250.0
tamil nadu,groundnut,6500.0
tamil nadu,bottle gourd,1750.0
tamil nadu,snakeguard,2650.0
tamil nadu,onion,2400.0
tamil nadu,banana,4500.0
tamil nadu,beetroot,2800.0
tamil nadu,mint,2000.0
tamil nadu,maize,3250.0
tamil nadu,banana,3750.0
tamil nadu,coriander leaves,3750.0
tamil nadu,banana,2750.0
tamil nadu,beans,7250.0
tamil nadu,carrot,4250.0
tamil nadu,bitter gourd,4500.0
tamil nadu,onion,2650.0
tamil nadu,brinjal,4000.0
tamil nadu,coriander leaves,4650.0
tamil nadu,bottle gourd,1250.0
tamil nadu,cabbage,2750.0
tamil nadu,snakeguard,2750.0
tamil nadu,raddish,2250.0
tamil nadu,drumstick,2750.0
tamil nadu,onion,2250.0
tamil nadu,pumpkin,1900.0
tamil nadu,beans,7250.0
tamil nadu,snakeguard,2200.0
tamil nadu,guava,4750.0
tamil nadu,bitter gourd,4500.0
tamil nadu,green chilli,4500.0
tamil nadu,raddish,2650.0
tamil nadu,potato,3250.0
tamil nadu,brinjal,2500.0
tamil nadu,sapota,2750.0
tamil nadu,tomato,1250.0
tamil nadu,green chilli,4500.0
tamil nadu,sweet potato,2750.0
tamil nadu,bitter gourd,3000.0
tamil nadu,snakeguard,2000.0
tamil nadu,beetroot,3000.0
tamil nadu,mango,6000.0
tamil nadu,lemon,4000.0
tamil nadu,brinjal,3000.0
tamil nadu,coriander leaves,5000.0
tamil nadu,bottle gourd,1000.0
tamil nadu,sweet potato,3500.0
tamil nadu,onion,3500.0
tamil nadu,mint,4000.0
tamil nadu,papaya,3250.0
tamil nadu,drumstick,4000.0
tamil nadu,onion,3000.0
tamil nadu,banana,5000.0
tamil nadu,green peas,5000.0
tamil nadu,groundnut,8000.0
tamil nadu,pumpkin,2500.0
tamil nadu,mango,6000.0
tamil nadu,mint,3000.0
tamil nadu,brinjal,3500.0
tamil nadu,coriander leaves,4000.0
tamil nadu,pumpkin,3000.0
tamil nadu,guava,5000.0
tamil nadu,onion,2500.0
tamil nadu,orange,8500.0
tamil nadu,banana,2750.0
tamil nadu,sweet potato,3750.0
tamil nadu,cucumber,4750.0
tamil nadu,raddish,2750.0
tamil nadu,guava,3750.0
madhya pradesh,tur,7746.4
madhya pradesh,wheat,2311.0
madhya pradesh,wheat,2250.0
tamil nadu,onion,2900.0
tamil nadu,coriander leaves,5750.0
tamil nadu,tomato,1700.0
tamil nadu,beans,8250.0
tamil nadu,cabbage,3250.0
madhya pradesh,maize,1300.0
tamil nadu,brinjal,3750.0
tamil nadu,tomato,1750.0
tamil nadu,drumstick,3750.0
madhya pradesh,maize,1400.0
madhya pradesh,maize,1200.0
tamil nadu,cauliflower,1750.0
tamil nadu,papaya,3650.0
tamil nadu,groundnut,6250.0
tamil nadu,orange,8000.0
tamil nadu,bottle gourd,1500.0
tamil nadu,pumpkin,1800.0
tamil nadu,green chilli,3500.0
tamil nadu,coconut,3250.0
tamil nadu,sweet potato,3250.0
tamil nadu,snakeguard,2750.0
tamil nadu,drumstick,3250.0
tamil nadu,mango,5500.0
tamil nadu,lemon,8500.0
tamil nadu,sapota,3750.0
tamil nadu,pumpkin,1900.0
tamil nadu,banana,2650.0
tamil nadu,sweet potato,3750.0
tamil nadu,cabbage,2250.0
tamil nadu,snakeguard,2900.0
tamil nadu,maize,3250.0
tamil nadu,papaya,2750.0
tamil nadu,pumpkin,1350.0
tamil nadu,banana,2200.0
tamil nadu,ridge gourd,2750.0
tamil nadu,capsicum,6500.0
tamil nadu,banana,4500.0
tamil nadu,cabbage,1650.0
maharashtra,cauliflower,800.0
maharashtra,brinjal,1100.0
madhya pradesh,wheat,2300.0
madhya pradesh,maize,1500.0
madhya pradesh,wheat,2150.0
tamil nadu,green chilli,5000.0
tamil nadu,cabbage,2500.0
tamil nadu,snakeguard,3000.0
tamil nadu,cucumber,4000.0
tamil nadu,potato,2650.0
tamil nadu,cauliflower,3250.0
tamil nadu,sapota,3750.0
tamil nadu,tomato,1400.0
tamil nadu,bitter gourd,2750.0
tamil nadu,banana,2250.0
tamil nadu,coconut,6250.0
tamil nadu,raddish,1750.0
tamil nadu,beans,6000.0
tamil nadu,banana,5500.0
tamil nadu,coconut,6000.0
tamil nadu,snakeguard,2500.0
tamil nadu,raddish,2000.0
tamil nadu,drumstick,3000.0
tamil nadu,tomato,2200.0
tamil nadu,bottle gourd,1650.0
tamil nadu,pumpkin,2300.0
tamil nadu,banana,4750.0
tamil nadu,snakeguard,2800.0
tamil nadu,cucumber,4800.0
tamil nadu,drumstick,2800.0
tamil nadu,turnip,2350.0
tamil nadu,onion,3200.0
tamil nadu,potato,3750.0
tamil nadu,tomato,2200.0
tamil nadu,banana,4250.0
tamil nadu,carrot,2750.0
tamil nadu,cabbage,1650.0
tamil nadu,snakeguard,2650.0
tamil nadu,banana,4750.0
tamil nadu,cauliflower,2250.0
tamil nadu,green chilli,3750.0
tamil nadu,coconut,4700.0
tamil nadu,raddish,1350.0
tamil nadu,potato,2250.0
tamil nadu,tomato,1750.0
tamil nadu,coconut,5000.0
tamil nadu,raddish,2750.0
tamil nadu,mango,4750.0
tamil nadu,mint,3250.0
himachal pradesh,ginger,7800.0
himachal pradesh,turnip,1900.0
himachal pradesh,bitter gourd,7800.0
uttarakhand,onion,1100.0
uttarakhand,brinjal,1500.0
haryana,guava,5000.0
haryana,ginger,5500.0
haryana,bottle gourd,1350.0
haryana,lemon,7000.0
haryana,methi leaves,1000.0
kerala,ginger,8200.0
kerala,banana,4300.0
uttarakhand,cauliflower,487.5
uttarakhand,raddish,276.66
uttarakhand,carrot,750.0
uttarakhand,cauliflower,600.0
uttarakhand,banana,1000.0
madhya pradesh,maize,1845.0
tamil nadu,coconut,6250.0
tamil nadu,sweet potato,1900.0
tamil nadu,onion,3300.0
tamil nadu,potato,2900.0
tamil nadu,coriander leaves,2250.0
tamil nadu,pumpkin,1800.0
tamil nadu,banana,2200.0
tamil nadu,bottle gourd,1500.0
tamil nadu,sweet potato,3250.0
tamil nadu,drumstick,3500.0
tamil nadu,maize,2000.0
tamil nadu,banana,5000.0
tamil nadu,brinjal,2250.0
tamil nadu,coriander leaves,5000.0
tamil nadu,papaya,3250.0
tamil nadu,bottle gourd,2000.0
tamil nadu,sweet potato,3000.0
tamil nadu,cucumber,3000.0
tamil nadu,drumstick,4000.0
tamil nadu,mint,4000.0
tamil nadu,maize,3000.0
tamil nadu,banana,3000.0
tamil nadu,brinjal,3500.0
tamil nadu,pumpkin,2500.0
tamil nadu,green chilli,5000.0
tamil nadu,beans,6000.0
tamil nadu,snakeguard,4000.0
tamil nadu,ridge gourd,5000.0
tamil nadu,lemon,6000.0
tamil nadu,onion,3750.0
tamil nadu,coriander leaves,5750.0
tamil nadu,snakeguard,2250.0
tamil nadu,drumstick,3750.0
tamil nadu,mango,5750.0
tamil nadu,mint,4750.0
tamil nadu,potato,2900.0
tamil nadu,coriander leaves,3750.0
tamil nadu,water melon,1650.0
tamil nadu,banana,2900.0
tamil nadu,ginger,7750.0
tamil nadu,sweet potato,3750.0
tamil nadu,mango,5500.0
tamil nadu,lemon,5750.0
tamil nadu,tomato,1900.0
tamil nadu,sweet potato,3250.0
maharashtra,sapota,1300.0
maharashtra,ginger,3100.0
maharashtra,mango,3750.0
maharashtra,cucumber,800.0
maharashtra,brinjal,750.0
maharashtra,green chilli,5250.0
maharashtra,rice,1982.0
maharashtra,cucumber,1750.0
maharashtra,tomato,750.0
maharashtra,green chilli,4500.0
uttar pradesh,brinjal,1300.0
uttar pradesh,cauliflower,1000.0
west bengal,potato,700.0
west bengal,carrot,3700.0
west bengal,french beans,5700.0
tamil nadu,banana,7000.0
tamil nadu,green peas,6250.0
tamil nadu,bitter gourd,4400.0
tamil nadu,sweet potato,3350.0
tamil nadu,carrot,4400.0
tamil nadu,snakeguard,3250.0
tamil nadu,ridge gourd,2750.0
tamil nadu,mango,4250.0
tamil nadu,banana,3750.0
tamil nadu,bottle gourd,3250.0
tamil nadu,banana,3250.0
tamil nadu,ginger,8000.0
tamil nadu,coconut,3500.0
tamil nadu,cabbage,3000.0
tamil nadu,raddish,2750.0
tamil nadu,mango,7500.0
tamil nadu,lime,3750.0
tamil nadu,onion,3750.0
tamil nadu,mint,4250.0
tamil nadu,banana,3350.0
tamil nadu,green chilli,3650.0
tamil nadu,banana,1900.0
tamil nadu,cabbage,2650.0
tamil nadu,beetroot,3500.0
tamil nadu,lemon,4750.0
tamil nadu,cauliflower,2500.0
tamil nadu,tomato,1750.0
tamil nadu,bitter gourd,5750.0
tamil nadu,beans,7500.0
tamil nadu,ginger,6750.0
tamil nadu,raddish,3400.0
tamil nadu,potato,3650.0
tamil nadu,pumpkin,1750.0
tamil nadu,green chilli,4250.0
tamil nadu,drumstick,2000.0
tamil nadu,mango,7000.0
tamil nadu,lime,2750.0
tamil nadu,banana,5000.0
tamil nadu,brinjal,4000.0
tamil nadu,bottle gourd,2400.0
tamil nadu,mango,7000.0
tamil nadu,banana,7500.0
tamil nadu,onion,2750.0
tamil nadu,cabbage,2250.0
tamil nadu,ridge gourd,4250.0
tamil nadu,guava,5500.0
tamil nadu,banana,5500.0
tamil nadu,onion,2500.0
tamil nadu,brinjal,2250.0
tamil nadu,groundnut,7000.0
tamil nadu,banana,3000.0
tamil nadu,beans,5500.0
tamil nadu,coconut,3500.0
tamil nadu,beetroot,2800.0
tamil nadu,drumstick,4000.0
tamil nadu,guava,4500.0
tamil nadu,onion,2700.0
tamil nadu,papaya,4000.0
tamil nadu,snakeguard,3300.0
tamil nadu,beetroot,3000.0
tamil nadu,raddish,2400.0
tamil nadu,drumstick,6000.0
tamil nadu,mint,4200.0
tamil nadu,onion,2250.0
tamil nadu,coconut,6000.0
tamil nadu,sweet potato,4000.0
tamil nadu,snakeguard,3000.0
tamil nadu,cucumber,3750.0
tamil nadu,mango,7000.0
tamil nadu,mint,2000.0
tamil nadu,banana,3500.0
tamil nadu,green chilli,5000.0
tamil nadu,ridge gourd,4000.0
tamil nadu,mango,8000.0
tamil nadu,onion,2500.0
madhya pradesh,wheat,2200.0
madhya pradesh,maize,1500.0
madhya pradesh,wheat,2260.0
gujarat,guar,5500.0
gujarat,cauliflower,2250.0
gujarat,carrot,2250.0
gujarat,sweet line,3750.0
gujarat,coriander leaves,3500.0
gujarat,cabbage,575.0
gujarat,sweet potato,1000.0
gujarat,orange,8500.0
gujarat,pomegranate,4750.0
gujarat,sapota,1500.0
karnataka,maize,1737.0
telangana,beetroot,1800.0
telangana,cabbage,900.0
telangana,ridge gourd,2750.0
telangana,bitter gourd,900.0
telangana,carrot,2200.0
telangana,french beans,2250.0
telangana,grapes,7000.0
west bengal,green chilli,6000.0
west bengal,mustard,6100.0
west bengal,rice,3190.0
kerala,brinjal,3500.0
tamil nadu,bitter gourd,3250.0
tamil nadu,banana,1750.0
tamil nadu,mango,4500.0
andhra pradesh,tomato,1050.0
tamil nadu,onion,2700.0
tamil nadu,banana,4000.0
tamil nadu,coconut,6500.0
tamil nadu,snakeguard,3300.0
uttarakhand,tomato,1200.0
tamil nadu,carrot,2500.0
rajasthan,onion,1300.0
rajasthan,mustard,6200.0
rajasthan,potato,900.0
odisha,tomato,900.0
odisha,potato,1500.0
punjab,pumpkin,1500.0
punjab,brinjal,987.0
west bengal,rice,2320.0
west bengal,garlic,5800.0
west bengal,onion,750.0
west bengal,potato,640.0
tamil nadu,coriander leaves,5250.0
tamil nadu,green peas,6250.0
tamil nadu,sweet potato,2750.0
tamil nadu,cabbage,1500.0
tamil nadu,drumstick,2750.0
tamil nadu,guava,4750.0
tamil nadu,mint,3250.0
haryana,peas,2000.0
haryana,cabbage,1400.0
uttar pradesh,ginger,6200.0
uttar pradesh,potato,1300.0
haryana,potato,700.0
haryana,cauliflower,2000.0
haryana,tomato,2000.0
andhra pradesh,rice,2369.0
kerala,cucumber,2500.0
tamil nadu,banana,7500.0
tamil nadu,onion,2000.0
tamil nadu,coconut,5000.0
tamil nadu,sweet potato,3250.0
tamil nadu,mango,4250.0
tamil nadu,onion,3000.0
kerala,banana,7200.0
kerala,cabbage,5100.0
kerala,cucumber,2100.0
kerala,snakeguard,3800.0
kerala,banana,6300.0
kerala,tomato,3000.0
kerala,bitter gourd,5000.0
kerala,cauliflower,4000.0
kerala,cabbage,3000.0
tripura,brinjal,2000.0
tripura,bitter gourd,5000.0
haryana,banana,2500.0
himachal pradesh,cauliflower,2500.0
himachal pradesh,spinach,700.0
himachal pradesh,onion,1800.0
tamil nadu,potato,3250.0
tamil nadu,pumpkin,1500.0
tamil nadu,green chilli,3400.0
tamil nadu,sweet potato,3750.0
tamil nadu,snakeguard,3400.0
tamil nadu,beetroot,4250.0
tamil nadu,raddish,2100.0
tamil nadu,onion,2250.0
tamil nadu,tomato,1650.0
tamil nadu,bitter gourd,4750.0
tamil nadu,sweet potato,4250.0
tamil nadu,carrot,5650.0
tamil nadu,snakeguard,4750.0
tamil nadu,ridge gourd,5750.0
tamil nadu,potato,3200.0
tamil nadu,coriander leaves,4250.0
tamil nadu,water melon,2250.0
tamil nadu,bottle gourd,1250.0
tamil nadu,beans,6750.0
tamil nadu,coconut,4250.0
tamil nadu,carrot,4600.0
tamil nadu,cabbage,2250.0
tamil nadu,snakeguard,3300.0
tamil nadu,beetroot,3750.0
tamil nadu,ridge gourd,4200.0
tamil nadu,mint,4250.0
tamil nadu,maize,2600.0
haryana,tomato,1000.0
haryana,peas,1500.0
haryana,pumpkin,1500.0
haryana,tinda,1500.0
haryana,green chilli,7000.0
tamil nadu,tomato,1800.0
tamil nadu,mango,6000.0
odisha,ridge gourd,5800.0
tamil nadu,coriander leaves,5700.0
tamil nadu,sweet line,3250.0
tamil nadu,ginger,6600.0
tamil nadu,carrot,5150.0
tamil nadu,raddish,2200.0
tamil nadu,drumstick,2250.0
tamil nadu,mango,6600.0
tamil nadu,mint,3750.0
tamil nadu,banana,4500.0
tamil nadu,potato,4250.0
tamil nadu,coriander leaves,2500.0
tamil nadu,pumpkin,1500.0
tamil nadu,snakeguard,2750.0
tamil nadu,beetroot,2250.0
tamil nadu,mint,2500.0
tamil nadu,onion,3250.0
tamil nadu,bottle gourd,2200.0
tamil nadu,ginger,7750.0
tamil nadu,cabbage,3000.0
tamil nadu,pineapple,6750.0
tamil nadu,sweet line,5500.0
tamil nadu,green chilli,4200.0
tamil nadu,cabbage,1500.0
tamil nadu,ridge gourd,4400.0
tamil nadu,raddish,2250.0
tamil nadu,capsicum,4750.0
tamil nadu,mango,4300.0
tamil nadu,guava,4750.0
tamil nadu,muskmelon,3300.0
tamil nadu,maize,3750.0
tamil nadu,potato,3700.0
tamil nadu,coriander leaves,5750.0
tamil nadu,green peas,6250.0
tamil nadu,papaya,3400.0
tamil nadu,green chilli,4400.0
tamil nadu,coconut,5000.0
tamil nadu,beetroot,4050.0
tamil nadu,drumstick,3000.0
tamil nadu,brinjal,2250.0
tamil nadu,coriander leaves,5500.0
tamil nadu,bitter gourd,4750.0
tamil nadu,pumpkin,2250.0
tamil nadu,green chilli,4750.0
tamil nadu,onion,2250.0
tamil nadu,ginger,6500.0
tamil nadu,coconut,4750.0
tamil nadu,carrot,4750.0
tamil nadu,turnip,2750.0
chandigarh,capsicum,3000.0
chandigarh,peas,2000.0
chandigarh,carrot,1200.0
chandigarh,green chilli,6000.0
tamil nadu,onion,2750.0
tamil nadu,bitter gourd,3250.0
tamil nadu,drumstick,2750.0
tamil nadu,mint,3750.0
tamil nadu,coriander leaves,5750.0
tamil nadu,bitter gourd,4250.0
tamil nadu,pumpkin,1750.0
tamil nadu,banana,3600.0
tamil nadu,drumstick,3250.0
tamil nadu,mint,3750.0
tamil nadu,potato,3750.0
tamil nadu,snakeguard,3000.0
tamil nadu,beetroot,3000.0
tamil nadu,ridge gourd,6500.0
tamil nadu,banana,4000.0
tamil nadu,onion,2500.0
tamil nadu,tomato,1500.0
tamil nadu,bottle gourd,2000.0
tamil nadu,onion,2500.0
tamil nadu,coriander leaves,5000.0
tamil nadu,bitter gourd,4000.0
tamil nadu,banana,2500.0
tamil nadu,coconut,5750.0
tamil nadu,ridge gourd,4000.0
tamil nadu,raddish,2250.0
tamil nadu,tomato,2000.0
tamil nadu,green chilli,4000.0
tamil nadu,beans,6000.0
tamil nadu,mango,6000.0
tamil nadu,lemon,8000.0
tamil nadu,onion,3000.0
tamil nadu,drumstick,3500.0
tamil nadu,tomato,1550.0
tamil nadu,ginger,8400.0
tamil nadu,beetroot,3300.0
tamil nadu,ridge gourd,3300.0
tamil nadu,mango,6850.0
tamil nadu,beans,5850.0
tamil nadu,banana,4850.0
tamil nadu,sapota,4850.0
tamil nadu,bottle gourd,1900.0
tamil nadu,cucumber,3400.0
tamil nadu,capsicum,5850.0
tamil nadu,onion,3400.0
tamil nadu,cauliflower,2750.0
tamil nadu,coriander leaves,6750.0
tamil nadu,sapota,3250.0
tamil nadu,bottle gourd,1500.0
tamil nadu,ginger,7750.0
tamil nadu,sweet potato,2200.0
tamil nadu,carrot,2900.0
tamil nadu,snakeguard,1650.0
tamil nadu,beetroot,2800.0
tamil nadu,drumstick,3800.0
tamil nadu,mango,7250.0
tamil nadu,cauliflower,3000.0
tamil nadu,sapota,3600.0
tamil nadu,ginger,8300.0
tamil nadu,capsicum,6000.0
tamil nadu,maize,3000.0
tamil nadu,green peas,6500.0
tamil nadu,beetroot,4500.0
tamil nadu,banana,4500.0
tamil nadu,brinjal,3500.0
tamil nadu,coriander leaves,3300.0
tamil nadu,papaya,2750.0
tamil nadu,green chilli,4500.0
tamil nadu,coconut,5500.0
tamil nadu,cabbage,2800.0
tamil nadu,banana,3250.0
tamil nadu,sweet potato,3800.0
tamil nadu,mint,3250.0
tamil nadu,bitter gourd,3350.0
tamil nadu,banana,3350.0
tamil nadu,drumstick,1900.0
